Content,Video title,Video publish time,Duration,Impressions,Impressions click-through rate (%),Average views per viewer,New viewers,Subscribers gained,Subscribers lost,Likes,Shares,Comments added,Views,Watch time (hours),Average view duration,Year,Month,Day,Day_of_Week,Hour,Duration_seconds,Performance Cluster,Performance Label
C9Idf-KZZHY,Bituin (lyrics) - Sugarcane,2022-12-12,205.0,35219,3.32,,,0,0,14,11,0,1529,29.2156,0:01:08,2022,12,12,Monday,0,0.0,0,Low
DY6Gs6xkxgs,ASHDRES SPOTTED TODAY😱🙈👀🤭 #ashdres,2025-04-28,22.0,33180,15.27,,,0,0,639,8,3,14205,38.7679,0:00:13,2025,4,28,Monday,0,0.0,0,Low
5ISkx2Oo6vU,Leonora Intro Flute Version ✨ Ep1 (?) #shorts #flute #tiktok #music,2025-01-30,16.0,33153,1.03,,,0,0,29,2,2,2188,5.5628,0:00:13,2025,1,30,Thursday,0,0.0,0,Low
acS5CAOtgN4,Leonora by Sugarcane | Official Music Video,2025-03-13,266.0,32257,1.73,,,0,0,5,2,1,785,23.6494,0:01:48,2025,3,13,Thursday,0,0.0,0,Low
UJeZWvtjB-A,Leonora (Sugarcane) - Saxophone Cover,2023-08-25,242.0,32123,13.75,,,0,0,136,192,8,5609,137.0177,0:01:27,2023,8,25,Friday,0,0.0,0,Low
ncZ1Rlj0j2M,MV LIVE COUNTDOWN!,2022-07-17,3681.0,32025,1.93,,,5,0,56,7,3,865,34.4648,0:02:23,2022,7,17,Sunday,0,0.0,0,Low
WMLYgs_Av_k,"""Leonora"" is out now on Spotify and Apple music!! 🫶",2023-04-14,24.0,31755,2.59,,,6,0,69,3,0,1518,7.0559,0:00:16,2023,4,14,Friday,0,0.0,0,Low
9QL1LkbFbUM,Refreshing Sugarcane Mojito to kick-start your summers & #BeatTheHeat! #youtubeshorts,2024-05-14,15.0,31006,1.57,,,0,0,114,21,3,2922,11.5318,0:00:14,2024,5,14,Tuesday,0,0.0,0,Low
BFVf8lOryck,Leonora - Sugarcane | AM°,2023-05-14,32.0,30960,1.51,,,0,0,60,5,0,2041,14.3537,0:00:35,2023,5,14,Sunday,0,0.0,0,Low
Vxbw_SQO4L4,Leonora-sugarcane typography edit,2023-07-30,22.0,30500,1.84,,,0,0,82,14,4,2073,16.0113,0:00:32,2023,7,30,Sunday,0,0.0,0,Low
JQqisD1suzA,Leonora MV - BSIT1A,2023-06-09,279.0,30102,10.04,,,0,0,52,114,0,3629,76.2462,0:01:15,2023,6,9,Friday,0,0.0,0,Low
ak-xy7Vf6Ag,Sugarcane - Leonora (lyrics),2023-08-07,235.0,29543,7.11,,,0,0,13,6,0,3437,159.0684,0:02:46,2023,8,7,Monday,0,0.0,0,Low
4-tklW56QdE,Gunita (Live) | from Mattaradday Ittam: A Fundraising Project for Typhoon Ulysses Victims in Cagayan,2020-11-28,338.0,29505,3.64,,,6,2,139,13,34,1846,87.44,0:02:50,2020,11,28,Saturday,0,0.0,0,Low
ujGGEZuc8ck,"Leonora""Sugarcane""Lyrics Video Please subcribe and like💓💐",2023-06-07,37.0,29261,0.66,,,0,0,26,1,1,588,3.8452,0:00:23,2023,6,7,Wednesday,0,0.0,0,Low
yl6_h2PU5zE,SUGARCANE - LEONORA,2023-08-14,228.0,28834,3.23,,,0,0,6,7,0,1111,34.3202,0:01:51,2023,8,14,Monday,0,0.0,0,Low
7jM0SpmKVUs,"Salamat sa 1.5M views sa Tiktok 🥺 Dahil , “Leonora” Official MV is now out on our YT channel",2023-04-15,57.0,28520,2.17,,,9,0,75,3,2,1338,11.1261,0:00:29,2023,4,15,Saturday,0,0.0,0,Low
OOWNBYF1TLg,MarNella For I Love You Since 1892 | Marlo Mortel and Janella Salvador #MarNella #ABSCBN #Kapamilya,2024-09-17,44.0,28442,2.09,,,0,0,89,0,0,1653,10.2563,0:00:25,2024,9,17,Tuesday,0,0.0,0,Low
QJwvcxLo82w,Tanging Ikaw,2025-01-30,177.0,28288,3.95,,,0,0,3042,810,28,342291,11804.0312,0:02:04,2025,1,30,Thursday,0,0.0,0,Low
q8Z77lqSiw8,Leonora by sugarcane bass cover/TABS #leonora #sugarcane #leonorabasscovertabs,2023-12-31,269.0,28279,10.59,,,0,0,71,38,4,3878,204.0891,0:03:09,2023,12,31,Sunday,0,0.0,0,Low
9yvoFkiSfiI,Gunita,2020-07-03,329.0,27901,7.71,,,0,0,100,68,5,5269,334.0304,0:03:48,2020,7,3,Friday,0,0.0,0,Low
ey9LG_ZV5KQ,Leonora - Sugarcane (Lyrics),2023-08-14,235.0,27700,4.13,,,0,0,8,5,0,1753,68.2614,0:02:20,2023,8,14,Monday,0,0.0,0,Low
A0yzwnuYgFk,Pano kaya kung may kanta si Jose Rizal para sa first love niya? #fyp #fypシ #fypmusic #leonora,2023-04-10,61.0,26376,3.44,,,10,0,109,7,3,1908,22.605,0:00:42,2023,4,10,Monday,0,0.0,0,Low
njT7ZHs1B4Y,🚶‍♂️🍽️ #newmusic,2024-03-01,16.0,26297,0.36,,,1,0,70,1,5,913,3.3043,0:00:13,2024,3,1,Friday,0,0.0,0,Low
u7FaalynS8s,Leonora - Sugarcane Real drum cover,2023-06-16,60.0,25723,1.17,,,0,0,34,0,1,905,8.4765,0:00:36,2023,6,16,Friday,0,0.0,0,Low
X_ZBlcCMF8I,HAPPY BIRTHDAY KALINGAP EDU. WE LOVE YOU EDCY ❤️,2025-02-07,16.0,25647,4.91,,,0,0,331,2,1,4375,16.7484,0:00:21,2025,2,7,Friday,0,0.0,0,Low
l91T-bLPMaM,Jose Rizz-al 😎,2023-04-05,61.0,25604,5.81,,,15,0,109,6,0,2251,22.6233,0:00:36,2023,4,5,Wednesday,0,0.0,0,Low
Zw5dILw7Z2c,A tribute to Rizal & Leonor’s tragic tale #fypmusic #leonora #opm #fypシ #sugarcane,2023-04-16,16.0,25204,1.81,,,1,0,53,2,1,903,3.7165,0:00:14,2023,4,16,Sunday,0,0.0,0,Low
rHF1yUUaZ5U,Sugarcane - Leonora (Unofficial Music Video),2025-03-08,241.0,24893,2.42,,,0,0,18,22,2,919,28.1093,0:01:50,2025,3,8,Saturday,0,0.0,0,Low
GSVKGfAJ84k,DALANGIN - Sugarcane(Lyrics),2022-12-15,340.0,24435,5.82,,,0,0,19,12,0,1968,84.4384,0:02:34,2022,12,15,Thursday,0,0.0,0,Low
kG7vFUpFa4M,Leonora - Sugarcane (Lyrics),2023-07-24,230.0,23887,2.64,,,0,0,6,8,0,823,30.7747,0:02:14,2023,7,24,Monday,0,0.0,0,Low
YNhgbmZ5Cr0,Kung maging akin ka Sugarcane Bass cover with TABS #sugarcane  #kungmagingakinka,2024-04-29,271.0,23185,5.22,,,0,0,36,15,6,1741,93.6692,0:03:13,2024,4,29,Monday,0,0.0,0,Low
WEaC88xt5B0,Leonora by Sugarcane #music #musiclover #musiclyrics #fyp,2023-05-03,34.0,22828,1.35,,,0,0,29,9,0,773,5.9324,0:00:28,2023,5,3,Wednesday,0,0.0,0,Low
ylBS3sPg0yk,Kissing scene with Paolo Avelino #linlang #julianalualhati #kimchiu,2023-11-17,11.0,22785,4.86,,,0,0,32,0,0,2051,6.4798,0:00:11,2023,11,17,Friday,0,0.0,0,Low
ugvsxqTYZQk,Perfect first kiss song?? 💘 #TangingIkaw out now on all platforms,2025-02-21,47.0,22759,1.99,,,4,0,83,6,3,1732,10.495,0:00:24,2025,2,21,Friday,0,0.0,0,Low
NUhXLp27WRY,Leonora - Sugarcane (Lyrics Video),2023-11-18,228.0,22335,2.17,,,0,0,8,2,0,649,20.6398,0:01:54,2023,11,18,Saturday,0,0.0,0,Low
2paWnK2TWfs,"SUGARCANE, JC Herrero - Paruparo (Lyrics)",2023-05-24,296.0,21974,8.09,,,0,0,13,53,0,2692,118.5809,0:02:38,2023,5,24,Wednesday,0,0.0,0,Low
aDL9y1dggZo,LEONORA by Sugarcane | Bandurria Cover by Eben,2023-11-05,232.0,21532,14.27,,,0,0,87,49,7,3844,81.9261,0:01:16,2023,11,5,Sunday,0,0.0,0,Low
9edB5P1VvqU,[SONG COVER] SUGARCANE - KUNG MAGING AKIN KA,2023-05-10,248.0,21337,2.83,,,0,0,17,4,1,846,25.018,0:01:46,2023,5,10,Wednesday,0,0.0,0,Low
EW0GQZssyJY,Maria Clara - Sugarcane (Cover),2024-05-19,275.0,20816,2.69,,,0,0,40,8,10,920,23.5475,0:01:32,2024,5,19,Sunday,0,0.0,0,Low
Q8xuSebKC00,Sugarcane - Leonora (lyrics),2025-01-05,233.0,20455,2.78,,,0,0,11,4,3,784,8.2181,0:00:37,2025,1,5,Sunday,0,0.0,0,Low
rEeokA0P66U,Leonora - Sugarcane -Lyrics-,2023-11-22,235.0,19906,2.39,,,0,0,1,2,0,598,19.2939,0:01:56,2023,11,22,Wednesday,0,0.0,0,Low
9E7W7HyCllQ,Pagbigyan,2024-07-25,285.0,19505,4.72,,,0,0,511,162,11,72836,3997.7163,0:03:17,2024,7,25,Thursday,0,0.0,0,Low
cqcYn-Ev5Y8,Leonora - Sugarcane,2023-09-02,30.0,19478,1.04,,,0,0,18,2,1,575,3.9018,0:00:27,2023,9,2,Saturday,0,0.0,0,Low
PgC6PZ2ZYKo,"July 31, 2021",2021-07-31,25.0,19176,0.81,,,1,0,40,0,2,328,0.9984,0:00:10,2021,7,31,Saturday,0,0.0,0,Low
GH9h-_Mplfg,#runcavmanagement,2024-10-22,19.0,19071,0.86,,,0,0,216,1,0,2994,11.7103,0:00:14,2024,10,22,Tuesday,0,0.0,0,Low
fQt5DC5v2Ug,Leonora Lyrics -  Sugarcane,2024-01-08,233.0,18728,8.69,,,0,0,6,17,0,2278,81.0797,0:02:08,2024,1,8,Monday,0,0.0,0,Low
IokZ2xr1cq0,Gabi (Live) | from Puhon by Ben&Ben: An FB Live Event For The COVID-19 Efforts,2020-04-07,224.0,18429,6.54,,,13,1,87,7,6,1657,50.0511,0:01:48,2020,4,7,Tuesday,0,0.0,0,Low
aLgOZ8BITj8,SUGARCANE - Leonora [Lyrics],2024-01-31,232.0,18157,2.76,,,0,0,2,7,3,671,16.354,0:01:27,2024,1,31,Wednesday,0,0.0,0,Low
ZwYwtpi79Ok,Group 2 - Leonora by SUGARCANE (Music Video),2023-06-26,271.0,17540,14.21,,,0,0,23,95,1,2993,62.7253,0:01:15,2023,6,26,Monday,0,0.0,0,Low
qr0328PpRGQ,Set You Free,2023-11-23,278.0,17521,4.01,,,0,0,1009,133,7,158386,8822.1426,0:03:20,2023,11,23,Thursday,0,0.0,0,Low
WlfRHQyMpMw,Leonora Lyrics - SUGARCANE,2023-11-21,235.0,16854,3.23,,,0,0,15,11,0,2326,71.4261,0:01:50,2023,11,21,Tuesday,0,0.0,0,Low
2Pbbe4YT90w,Sugarcane - Kung Maging Akin Ka lyrics,2021-02-22,254.0,16635,6.53,,,0,0,17,32,0,2276,94.915,0:02:30,2021,2,22,Monday,0,0.0,0,Low
VCZePIivnbQ,Happy Valentines Day!,2025-02-13,61.0,16590,1.76,,,0,0,45,0,6,4688,8.3213,0:00:14,2025,2,13,Thursday,0,0.0,0,Low
RFHtbG9O2wQ,Yung thumbs up ni Juanito 😍 #MarloMortel #JuanitoAlfonso #JanellaSalvador #MarNella,2023-08-15,53.0,16551,0.86,,,0,0,21,0,0,480,3.0438,0:00:23,2023,8,15,Tuesday,0,0.0,0,Low
5IlfB3bjZ24,Leonora- Sugarcane #lyrical #sugarcane #edit #fyp,2023-06-27,39.0,16207,0.93,,,0,0,21,6,0,653,5.5853,0:00:35,2023,6,27,Tuesday,0,0.0,0,Low
FL8xI9gmREw,Dalangin - Sugarcane (Lyrics),2023-05-10,333.0,16167,6.41,,,0,0,11,22,0,1521,53.6412,0:02:06,2023,5,10,Wednesday,0,0.0,0,Low
4k_xaijjm7w,they are a family🏠❤️ #moslhong #mosbankworld #mosbank #đammỹ #shortvideo #mêtraiđẹp #mosbank,2024-03-08,42.0,15922,2.95,,,0,0,220,0,3,2924,19.7093,0:00:24,2024,3,8,Friday,0,0.0,0,Low
3KAB-etwRf8,"PARUPARO-Sugarcane, Jc Herrero (lyrics)/cover",2023-04-08,54.0,15882,1.1,,,0,0,9,5,1,423,2.9561,0:00:27,2023,4,8,Saturday,0,0.0,0,Low
0sfAizDnspw,Leonora Lyrics - Sugarcane,2023-09-01,231.0,15686,7.85,,,0,0,14,39,0,1673,57.3169,0:02:03,2023,9,1,Friday,0,0.0,0,Low
cceBf5h26R8,SUGARCANE - Tanging Ikaw (Lyrics),2025-02-18,183.0,15347,8.0,,,0,0,17,36,1,2153,69.2233,0:01:55,2025,2,18,Tuesday,0,0.0,0,Low
jwDbiHGH-r0,Leonora - Sugarcane Real drum cover,2023-06-16,58.0,15159,1.42,,,0,0,26,3,0,830,5.9073,0:00:27,2023,6,16,Friday,0,0.0,0,Low
SMbtwgFtHbA,KUNG MAGING AKIN KA - SUGARCANE || COVER,2022-06-28,252.0,15101,6.9,,,0,0,27,4,4,1324,31.9573,0:01:26,2022,6,28,Tuesday,0,0.0,0,Low
yzror5KZZ6g,pasilyo #fypmusic #thesugarcaneph #fyp #fypシ #opm,2023-04-06,61.0,15061,2.34,,,4,0,49,2,0,1456,13.7622,0:00:34,2023,4,6,Thursday,0,0.0,0,Low
KIQThP5VLQQ,MarNella For I LOVE YOU SINCE 1892 #MarNella #AbsCbn #JuanitoAlfonso #CArmelaIsabella #ILYS1892,2024-09-12,46.0,14808,2.46,,,0,0,63,0,0,744,4.6367,0:00:24,2024,9,12,Thursday,0,0.0,0,Low
qb3QPbqzBDQ,SUGARCANE - Leonora (Lyrics),2023-08-23,235.0,14798,5.36,,,0,0,8,12,2,1124,38.3278,0:02:02,2023,8,23,Wednesday,0,0.0,0,Low
YyJX1QO_vf8,happy celebration Rochelle #shortvideos #love #teamrochelle,2025-03-14,19.0,14212,5.01,,,0,0,555,5,5,3691,26.0888,0:00:26,2025,3,14,Friday,0,0.0,0,Low
0pRM_6iD5kw,NIREGALUHAN AKO😍 #viralvideo,2025-03-25,6.0,14103,4.43,,,0,0,924,9,7,5881,19.0991,0:00:12,2025,3,25,Tuesday,0,0.0,0,Low
kVQbG_MovAk,LEONORA. (typography) (alight motion),2023-07-15,29.0,14009,1.93,,,0,0,52,1,2,827,2.5964,0:00:12,2023,7,15,Saturday,0,0.0,0,Low
IGSNkDOQOEs,Leonora - Sugarcane #bassguitar #bassguitarcover #bassmusic #,2023-07-29,58.0,13983,1.71,,,0,0,13,1,0,592,2.8809,0:00:18,2023,7,29,Saturday,0,0.0,0,Low
sI7-GRFMqpg,Leonora - Sugarcane (lyrics),2023-10-27,231.0,13878,5.77,,,0,0,12,20,0,1171,42.1586,0:02:09,2023,10,27,Friday,0,0.0,0,Low
hi0czWpgoY4,(SugarCane) Leonora Backing track Guitar extracted,2023-08-06,235.0,13426,24.97,,,0,0,42,94,2,4145,200.7359,0:02:54,2023,8,6,Sunday,0,0.0,0,Low
nIblf4QcWYM,SUGARCANE - Tanging Ikaw (Lyrics),2025-02-24,184.0,13360,7.66,,,0,0,11,34,0,1696,57.7051,0:02:02,2025,2,24,Monday,0,0.0,0,Low
1TtU_hnJaFI,leonora - sugarcane (sped up),2023-04-30,193.0,13061,7.12,,,0,0,18,14,0,1606,64.0208,0:02:23,2023,4,30,Sunday,0,0.0,0,Low
FDXlrBMj6Ko,I can't handle this Sweetness ♥️😭 | The Fragrant Flower Blooms With Dignity | #wagurikaoruko #waguri,2025-02-20,18.0,13018,2.6,,,0,0,120,3,2,2038,5.7816,0:00:11,2025,2,20,Thursday,0,0.0,0,Low
Ej98wrvtGIs,🔥🔥 #milmi,2024-05-25,10.0,12565,2.76,,,0,0,745,2,22,8997,27.3598,0:00:12,2024,5,25,Saturday,0,0.0,0,Low
SaV4P0OP1H4,Pinaguusapan na namin ilan magiging anak namin 🤭 #TangingIkaw out now on all platforms,2025-02-21,42.0,12475,2.85,,,4,0,55,6,3,1118,5.3866,0:00:18,2025,2,21,Friday,0,0.0,0,Low
pN0Po-88qIw,LEONORA by:SUGARCANE (Music Video),2023-05-04,234.0,12448,15.83,,,0,0,15,34,0,2347,34.6407,0:00:53,2023,5,4,Thursday,0,0.0,0,Low
3LbCkBrnxBI,Leonora // Sugarcane #electricguitar #electricguitarist #guitar #music #leonora #sugarcane #viral,2023-08-15,46.0,12280,1.6,,,0,0,19,1,0,532,4.1837,0:00:28,2023,8,15,Tuesday,0,0.0,0,Low
ur9Yp-Q3Ltk,Tindera Serye| Mga tindera nyong walang pakialam sa mundo 😅 #dramaseries,2024-02-10,39.0,12250,1.31,,,0,0,37,1,0,2131,11.7017,0:00:19,2024,2,10,Saturday,0,0.0,0,Low
fh0hwSNbNFc,Beautiful couple #DonBelle #starmagicalprom2024  #DonnyPangilinan  #BelleMariano,2024-03-16,17.0,12233,1.13,,,0,0,114,3,2,2065,9.9927,0:00:18,2024,3,16,Saturday,0,0.0,0,Low
ZTLEykZ6PeU,leonora - sugarcane (electric guitar cover),2023-10-25,55.0,11968,1.21,,,0,0,33,1,2,503,2.9114,0:00:22,2023,10,25,Wednesday,0,0.0,0,Low
i-cNT3faArE,Aking Maria Clara (feat. jikamarie),2024-05-23,255.0,11926,3.97,,,0,0,756,108,9,141265,6653.2055,0:02:49,2024,5,23,Thursday,0,0.0,0,Low
TfDP3NngQgQ,SUGARCANE - Maria Clara Lyrics @thesugarcaneph,2024-03-09,274.0,11817,3.59,,,0,0,2,5,0,623,17.4345,0:01:40,2024,3,9,Saturday,0,0.0,0,Low
l55cSVKKPfs,LEONORA - Sugarcane ( Lyrics ),2023-08-19,235.0,11527,4.48,,,0,0,7,6,2,793,31.6142,0:02:23,2023,8,19,Saturday,0,0.0,0,Low
GxcI0T4-hi8,Lagi Na Lang,2024-11-07,250.0,11508,4.14,,,0,0,1229,195,16,186982,9006.9358,0:02:53,2024,11,7,Thursday,0,0.0,0,Low
EnlJ4hSFn3w,Leonora by: Sugarcane // Aniel Atenciana (cover),2023-06-19,211.0,11000,18.88,,,0,0,74,31,5,2389,59.8077,0:01:30,2023,6,19,Monday,0,0.0,0,Low
-8ny-Qnc0E8,Leonora - Sugarcane (Lyric Video),2023-08-30,235.0,10979,6.71,,,0,0,8,10,0,1393,65.2712,0:02:48,2023,8,30,Wednesday,0,0.0,0,Low
rAfTnlQQojY,Tamang gaming lang sa gedli,2023-04-19,18.0,10730,1.01,,,1,0,30,0,1,794,3.1819,0:00:14,2023,4,19,Wednesday,0,0.0,0,Low
o02TdaKDfFg,LEONORA BY SUGARCANE,2025-03-19,46.0,10688,1.23,,,0,0,12,0,0,909,3.3334,0:00:25,2025,3,19,Wednesday,0,0.0,0,Low
3cPdtYf4_Z4,SUGARCANE - Kung Maging Akin Ka (Lyric Video),2022-11-10,255.0,10537,4.93,,,0,0,8,9,0,776,25.172,0:01:56,2022,11,10,Thursday,0,0.0,0,Low
erIkO1RSn14,august cover page 💖 #bujo #bulletjournal #planwithme,2023-08-10,15.0,10522,0.61,,,0,0,50,1,1,2354,10.4968,0:00:16,2023,8,10,Thursday,0,0.0,0,Low
5E65rwPLFIE,LEONORA (Official Lyrics) Sugarcane,2023-10-04,61.0,10441,0.49,,,0,0,4,2,0,314,0.8694,0:00:14,2023,10,4,Wednesday,0,0.0,0,Low
7XYLV0-E4Ws,Tayo magpahabol sa Alon #filipina #philippines #qatar,2024-04-06,7.0,10382,0.39,,,0,0,15,1,0,855,2.1141,0:00:09,2024,4,6,Saturday,0,0.0,0,Low
h3rknlywKP4,"Pakinggan nyo na rin ""Leonora"" maganda promise :))",2023-04-18,28.0,10347,1.01,,,1,0,25,0,0,512,2.7833,0:00:19,2023,4,18,Tuesday,0,0.0,0,Low
PHzXELRKJoU,leonara- hirano to kagiura,2023-11-02,19.0,10211,3.37,,,0,0,104,10,5,1146,4.3603,0:00:15,2023,11,2,Thursday,0,0.0,0,Low
PSe9lmaaT5I,SUGARCANE is live!,2024-03-07,16.0,10141,1.81,,,0,0,23,0,6,394,1.0455,0:00:09,2024,3,7,Thursday,0,0.0,0,Low
pZ41kUoDbLU,Leonora - Sugarcane Real drum cover,2023-06-16,59.0,10115,1.43,,,0,0,16,2,0,481,2.6871,0:00:21,2023,6,16,Friday,0,0.0,0,Low
h_6asL5GQo4,Comfort?...#Leonora#animation#animationmeme#,2025-03-25,23.0,10023,1.9,,,0,0,20,0,1,743,2.8583,0:00:23,2025,3,25,Tuesday,0,0.0,0,Low
cvYuGRhUkRI,"Leonora - SUGARCANE | Cover by Alan Placina (Music ""COVER"" Video)",2023-11-18,254.0,9977,5.7,,,0,0,27,24,5,703,17.3509,0:01:28,2023,11,18,Saturday,0,0.0,0,Low
5reRKnU38TI,Sugarcane - Leonora 💔 // #lyrics #musiclover #aesthetic #music #shortsviral  #shorts #leonora,2024-02-17,32.0,9859,1.07,,,0,0,14,0,0,502,1.6491,0:00:17,2024,2,17,Saturday,0,0.0,0,Low
Lo2cCPQMwWY,Wait til end para sa pasabog 💨,2023-04-19,30.0,9761,0.78,,,0,0,27,2,3,403,2.7372,0:00:24,2023,4,19,Wednesday,0,0.0,0,Low
alPDhb6dwUY,leonora by sugarcane but it's slightly sped up,2023-05-12,210.0,9545,5.75,,,0,0,10,16,0,887,31.1542,0:02:06,2023,5,12,Friday,0,0.0,0,Low
bndccgT5sJ8,KUNG MAGING AKIN KA - Sugarcane (Lyrics),2022-12-15,254.0,9327,7.71,,,0,0,8,9,2,946,29.7214,0:01:53,2022,12,15,Thursday,0,0.0,0,Low
bu6ZF-FdCHs,Leonora - Sugarcane (Lyrics)      #trending,2024-07-28,61.0,9317,0.76,,,0,0,8,5,0,313,1.3625,0:00:19,2024,7,28,Sunday,0,0.0,0,Low
9httTaEVL08,paru-paro #butterfly #paruparo #probinsya #probinsyalife #naturelovers,2023-08-26,22.0,9314,0.78,,,0,0,5,1,0,258,0.8003,0:00:14,2023,8,26,Saturday,0,0.0,0,Low
aqUigKIAMyU,#tagalog#fillings #sad #music #lovesong #lyrics,2024-02-19,19.0,9300,0.24,,,0,0,6,0,0,127,0.3486,0:00:11,2024,2,19,Monday,0,0.0,0,Low
_i92nKCyA0U,How to have iOS 16.4 Emojis on Higher Android Version,2023-08-03,61.0,9245,2.18,,,0,0,26,0,3,623,4.0714,0:00:23,2023,8,3,Thursday,0,0.0,0,Low
6q3Y58Di7Dk,I-flex mo na yan! #fypmusic #leonora #opm #fypシ #sugarcane,2023-04-08,56.0,9202,1.1,,,1,0,23,0,2,369,2.3754,0:00:23,2023,4,8,Saturday,0,0.0,0,Low
hB7q5o_F_xA,LEONORA_Sweetmix DjDarwin,2023-07-13,230.0,9175,7.0,,,0,0,20,11,0,873,19.8508,0:01:21,2023,7,13,Thursday,0,0.0,0,Low
ssrlBBdi8P0,Sugarcane - Leonora (Slowed + Reverb),2023-08-05,282.0,9166,13.23,,,0,0,25,22,2,1865,70.776,0:02:16,2023,8,5,Saturday,0,0.0,0,Low
9NTi_6Tl3Fg,✨️|| Jose rizal Part || Part of our Noli Me Tangere Trailer Film ||✨️,2024-05-15,58.0,9155,0.44,,,0,0,13,0,0,233,1.3515,0:00:22,2024,5,15,Wednesday,0,0.0,0,Low
Bm0YvaU3Fb0,Leonora (Sugarcane),2024-05-27,31.0,9118,3.69,,,0,0,25,2,2,757,2.9468,0:00:18,2024,5,27,Monday,0,0.0,0,Low
qLM-uTAi5kM,Reside (feat. angel),2020-12-18,279.0,9102,7.77,,,0,0,159,83,0,1509,67.7308,0:02:41,2020,12,18,Friday,0,0.0,0,Low
bMC0wQFJ-ic,"GMA Anchor Mike Enriquez Pumanaw sa edad na 71 Ngayong August 29,2023",2023-08-30,16.0,8927,0.91,,,0,0,12,1,0,574,2.2387,0:00:14,2023,8,30,Wednesday,0,0.0,0,Low
_J2IE-zobg4,Begitu imut yang kamu Leonor senang kali Amran memiliki kamu,2024-12-02,15.0,8919,1.15,,,0,0,165,9,14,2661,15.1551,0:00:21,2024,12,2,Monday,0,0.0,0,Low
o3tnIxLfONU,SUGARCANE - Paruparo (Teaser),2022-07-01,36.0,8761,7.88,,,10,1,175,21,38,1009,6.849,0:00:24,2022,7,1,Friday,0,0.0,0,Low
5EzX3Cx_kH0,"LEONORA #Credit to music Creator ""SUGARCANE""",2023-05-07,27.0,8446,0.47,,,0,0,8,0,0,324,1.364,0:00:17,2023,5,7,Sunday,0,0.0,0,Low
LAHHj-sAFQY,Mekalem being Cute and Adorable at the same time🤏🥹 #binimikha,2025-03-21,34.0,8433,11.36,,,0,0,668,7,7,3524,20.849,0:00:22,2025,3,21,Friday,0,0.0,0,Low
06uXoqP9ZvI,"SUGARCANE, angelica Gantang - sinehan (lyrics video)",2023-09-24,195.0,8423,11.15,,,0,0,10,15,0,1583,62.9679,0:02:23,2023,9,24,Sunday,0,0.0,0,Low
Mt13q1wA8fo,Leonora Lyrics,2023-12-21,16.0,8415,1.27,,,0,0,5,0,0,309,0.6454,0:00:11,2023,12,21,Thursday,0,0.0,0,Low
JGSVEw1XnXA,Kung Maging Akin Ka- Sugarcane (Digital Drums Cover),2023-07-25,247.0,8411,7.15,,,0,0,12,5,4,749,23.6845,0:01:53,2023,7,25,Tuesday,0,0.0,0,Low
Tcr5y7TfeSI,Leonora by Sugarcane (Lyrics),2023-08-04,214.0,8367,5.47,,,0,0,8,8,1,691,19.5022,0:01:41,2023,8,4,Friday,0,0.0,0,Low
zvfZF0YLObg,First ever #dustbia moment(Relapse)#pbbcollab #youtubeshorts #trending #shortvideo #video#viralvideo,2025-05-24,13.0,8309,7.25,,,0,0,379,6,7,12526,28.6748,0:00:18,2025,5,24,Saturday,0,0.0,0,Low
SLMI95e-B6E,"Paalam, Leonora • Sugarcane  #sunset",2024-04-23,44.0,8236,1.01,,,0,0,11,1,0,296,1.6398,0:00:22,2024,4,23,Tuesday,0,0.0,0,Low
GMdKTdK2EgU,Kung Maging Akin Ka - Sugarcane ( Lyrics),2022-10-30,250.0,8209,5.59,,,0,0,15,12,0,712,25.1941,0:02:07,2022,10,30,Sunday,0,0.0,0,Low
YlejK0U9OXU,Sugarcane - Leonora (Lyrics),2023-11-14,235.0,8164,7.58,,,0,0,9,11,1,919,32.2189,0:02:06,2023,11,14,Tuesday,0,0.0,0,Low
_QP7SO1JczU,Gunita/Sugarcane,2023-06-22,33.0,8041,1.06,,,0,0,1,0,0,146,0.6154,0:00:16,2023,6,22,Thursday,0,0.0,0,Low
XqCXZYtbesg,Sugarcane - Leonora (8D Audio)🎧,2023-07-20,235.0,7923,13.24,,,0,0,28,49,0,1505,63.689,0:02:32,2023,7,20,Thursday,0,0.0,0,Low
cRmnbMYsM48,SUGARCANE|GUNITA|LYRICS,2023-04-15,326.0,7878,8.71,,,0,0,5,23,0,1106,42.1956,0:02:17,2023,4,15,Saturday,0,0.0,0,Low
i2przTopj-o,Bituin,2019-07-23,200.0,7851,10.14,,,0,0,43,10,1,2777,116.6777,0:02:31,2019,7,23,Tuesday,0,0.0,0,Low
Tpnk2F1-VfQ,Leonora by @thesugarcaneph,2023-04-28,32.0,7754,0.59,,,0,0,7,2,0,192,0.8072,0:00:17,2023,4,28,Friday,0,0.0,0,Low
MTGfWan8rb4,SUGARCANE- Dalangin (sped up),2023-05-04,42.0,7623,0.75,,,0,0,2,3,0,170,0.935,0:00:21,2023,5,4,Thursday,0,0.0,0,Low
n9IAmwUkeuc,ITO ANG KATAS NG AKING TANIMAN😍 #VIRALVIDEO #viralshort #viralreels,2025-03-08,6.0,7620,2.55,,,0,0,509,5,5,4886,16.4908,0:00:12,2025,3,8,Saturday,0,0.0,0,Low
